      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    5659      27       8    2008      169.1740000      209.2266777
    5660      28       8    2008      132.3620000      180.8547101
    5661      29       8    2008      106.0430000      157.2248915
    5662      30       8    2008      102.7580000      138.0536155
    5663      31       8    2008       94.1850000      123.8223561
    5664       1       9    2008       83.3790000      113.4348879
    5665       2       9    2008       85.7320000      106.5343070
    5666       3       9    2008       80.8600000      100.9251437
    5667       4       9    2008       79.3140000      100.6694588
    5668       5       9    2008       77.7970000      102.4258670
    5669       6       9    2008       72.5420000       98.5063840
    5670       7       9    2008       76.7420000       94.1291052
    5671       8       9    2008       78.5820000       99.9864050
    5672       9       9    2008       80.4020000       94.3974477
    5673      10       9    2008       73.0500000       87.4221713
    5674      11       9    2008       71.5120000       82.6856484
    5675      12       9    2008       72.0120000       79.9512399
    5676      13       9    2008       72.7600000       94.6618255
    5677      14       9    2008       81.7720000      112.9564571
    5678      15       9    2008       87.5220000      102.1171281
    5679      16       9    2008       90.5380000       93.6457666
    5680      17       9    2008       80.9460000       88.0276112
    5681      18       9    2008       73.7940000       83.3251448
    5682      19       9    2008       72.4500000       79.2254027
    5683      20       9    2008       69.7570000       75.7084968
    5684      21       9    2008       63.9000000       72.9283915
    5685      22       9    2008       63.4010000       70.5911086
    5686      23       9    2008       59.9480000       68.4523265
    5687      24       9    2008       59.7480000       66.4744925
    5688      25       9    2008       61.7390000       64.8582157
    5689      26       9    2008       58.8740000       63.8195397
    5690      27       9    2008       56.6900000       62.1319687
    5691      28       9    2008       58.8080000       60.5190724
    5692      29       9    2008       57.3950000       59.0753776
    5693      30       9    2008       55.5470000       57.7254389
    5694       1      10    2008       51.9870000       56.5299910
    5695       2      10    2008       50.6360000       58.5336366
    5696       3      10    2008       49.6900000       90.2069452
    5697       4      10    2008       78.6120000      123.3884294
    5698       5      10    2008       89.3040000      106.4421174
    5699       6      10    2008       81.2830000       92.9942211
    5700       7      10    2008       73.6700000       85.5669941
    5701       8      10    2008       65.1270000       79.5069126
    5702       9      10    2008       64.4410000       74.3873561
    5703      10      10    2008       64.5810000       70.0194171
    5704      11      10    2008       56.9790000       66.2688206
    5705      12      10    2008       57.0100000       63.0284026
    5706      13      10    2008       59.3540000       60.2322348
    5707      14      10    2008       49.9110000       58.0645618
    5708      15      10    2008       48.0810000       56.4225925
    5709      16      10    2008       47.1960000       69.6441551
    5710      17      10    2008      107.8260000       90.4180196
    5711      18      10    2008      130.2460000       88.3014764
    5712      19      10    2008       91.4590000       78.0006616
    5713      20      10    2008       74.6580000       73.8857871
    5714      21      10    2008       70.1610000       70.8739422
    5715      22      10    2008       63.7960000       68.1558825
    5716      23      10    2008       57.6450000       65.6602729
    5717      24      10    2008       55.9320000       63.4763758
    5718      25      10    2008       52.5350000       61.4309510
    5719      26      10    2008       52.7830000       59.4479184
    5720      27      10    2008       52.8680000       61.8288070
    5721      28      10    2008       57.1950000       93.8069310
    5722      29      10    2008      120.0550000      184.7000049
    5723      30      10    2008      451.5490000      331.8890493
